date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:41:05	17525/17525	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d3-4475%22	http://html.templines.com/sokolcov/garden-master/media/270x200/image1.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/270x200/image1.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:09	21613/21613	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d4-546d%22	http://html.templines.com/sokolcov/garden-master/media/270x200/image2.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/270x200/image2.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:14	24030/24030	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d4-5dde%22	http://html.templines.com/sokolcov/garden-master/media/270x200/image3.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/270x200/image3.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:14	79485/79485	---M--	200	added ('OK')	image/jpeg	etag:%2255d762ee-1367d%22	http://html.templines.com/sokolcov/garden-master/media/850x400/post3-img.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/850x400/post3-img.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:16	94048/94048	---M--	200	added ('OK')	image/jpeg	etag:%2255d762ed-16f60%22	http://html.templines.com/sokolcov/garden-master/media/850x400/06_blog.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/850x400/06_blog.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:19	139022/139022	---M--	200	added ('OK')	image/jpeg	etag:%2255d762ee-21f0e%22	http://html.templines.com/sokolcov/garden-master/media/850x400/post1-img.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/850x400/post1-img.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:19	18222/18222	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d0-472e%22	http://html.templines.com/sokolcov/garden-master/media/220x150/img-1.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/220x150/img-1.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:21	48235/48235	---M--	200	added ('OK')	image/jpeg	etag:%2255d762f1-bc6b%22	http://html.templines.com/sokolcov/garden-master/media/blog-preview/img-video.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/blog-preview/img-video.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:22	12166/12166	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d1-2f86%22	http://html.templines.com/sokolcov/garden-master/media/220x150/img-3.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/220x150/img-3.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:22	17696/17696	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d1-4520%22	http://html.templines.com/sokolcov/garden-master/media/220x150/img-2.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/220x150/img-2.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:23	36171/36171	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255d76311-8d4b%22	http://html.templines.com/sokolcov/garden-master/plugins/contact/jqBootstrapValidation.js	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/plugins/contact/jqBootstrapValidation.js	(from http://html.templines.com/sokolcov/garden-master/contact-1.html)
20:41:24	2714/2714	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255d76310-a9a%22	http://html.templines.com/sokolcov/garden-master/plugins/contact/contact_me.js	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/plugins/contact/contact_me.js	(from http://html.templines.com/sokolcov/garden-master/contact-1.html)
20:41:24	17572/17572	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d2-44a4%22	http://html.templines.com/sokolcov/garden-master/media/220x150/img-4.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/220x150/img-4.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
20:41:24	15762/15762	---M--	200	added ('OK')	image/jpeg	etag:%2255d762d2-3d92%22	http://html.templines.com/sokolcov/garden-master/media/220x150/img-5.jpg	G:/xampp/htdocs/satpura1/html.templines.com/sokolcov/garden-master/media/220x150/img-5.jpg	(from http://html.templines.com/sokolcov/garden-master/blog.html)
